low_p,large_p,low_less,high_less,max_title,replace_title,win_rate,old_wins,new_wins,draws
3,9,4,5,0,3,3.0,81,3,0
4,5,0,1,0,1,3.0,83,3,0
4,5,0,1,0,2,3.0,80,3,1
4,5,0,1,0,5,3.0,83,3,1
4,5,0,2,0,2,3.0,86,3,0
4,5,0,2,0,3,3.0,87,3,1
4,5,0,3,0,5,3.0,89,3,0
4,5,0,4,0,5,3.0,82,3,0
4,5,0,5,0,1,3.0,85,3,1
4,5,1,2,0,1,3.0,85,3,1
4,5,1,2,0,2,3.0,88,3,1
4,5,1,3,0,5,3.0,85,3,0
4,5,1,5,0,4,3.0,86,3,0
4,5,2,3,0,1,3.0,86,3,0
4,5,2,4,0,1,3.0,82,3,2
4,5,2,5,0,3,3.0,77,3,0
4,5,3,5,0,2,3.0,88,3,0
4,6,0,1,0,1,3.0,89,3,2
4,6,0,2,0,3,3.0,84,3,0
4,6,0,3,0,4,3.0,84,3,0
4,6,0,4,0,2,3.0,78,3,1
4,6,0,5,0,2,3.0,86,3,0
4,6,1,3,0,2,3.0,86,3,1
4,6,1,4,0,5,3.0,84,3,1
4,6,1,5,0,4,3.0,80,3,1
4,6,1,5,1,4,3.0,84,3,0
4,6,2,3,0,3,3.0,82,3,0
4,6,2,5,0,2,3.0,82,3,0
4,6,3,4,0,2,3.0,81,3,0
4,6,3,5,0,5,3.0,86,3,0
4,6,4,5,0,3,3.0,81,3,0
4,7,0,1,0,1,3.0,78,3,2
4,7,0,1,0,3,3.0,85,3,1
4,7,0,3,0,3,3.0,79,3,0
4,7,0,4,0,1,3.0,90,3,0
4,7,0,4,0,2,3.0,84,3,1
4,7,0,4,0,5,3.0,84,3,1
4,7,0,5,0,5,3.0,84,3,1
4,7,1,2,1,3,3.0,85,3,1
4,7,1,5,0,3,3.0,79,3,1
4,7,2,3,0,4,3.0,83,3,1
4,7,2,5,0,1,3.0,83,3,2
4,7,3,5,0,1,3.0,81,3,0
4,8,0,1,0,1,3.0,76,3,0
4,8,0,3,0,1,3.0,81,3,1
4,8,0,5,0,1,3.0,86,3,0
4,8,0,5,0,2,3.0,89,3,0
4,8,0,5,0,3,3.0,81,3,0
4,8,0,5,1,5,3.0,78,3,2
4,8,1,2,0,3,3.0,86,3,0
4,8,1,3,0,1,3.0,85,3,2
4,8,1,3,0,5,3.0,83,3,2
4,8,1,5,0,4,3.0,87,3,1
4,8,2,4,0,1,3.0,88,3,0
4,8,2,5,0,5,3.0,84,3,0
4,8,2,5,1,4,3.0,86,3,1
4,8,3,5,0,1,3.0,86,3,0
4,8,4,5,1,3,3.0,89,3,2
4,9,0,1,0,1,3.0,85,3,0
4,9,0,2,0,1,3.0,89,3,1
4,9,0,3,0,1,3.0,88,3,1
4,9,0,4,0,2,3.0,84,3,0
4,9,0,4,0,3,3.0,86,3,0
4,9,0,4,0,4,3.0,80,3,0
4,9,0,4,1,5,3.0,90,3,1
4,9,1,3,1,3,3.0,83,3,2
4,9,1,4,0,4,3.0,84,3,0
4,9,2,3,0,3,3.0,83,3,0
4,9,2,3,0,5,3.0,85,3,0
4,9,2,5,0,3,3.0,88,3,0
4,9,2,5,1,3,3.0,85,3,2
4,9,3,4,0,1,3.0,83,3,0
4,9,3,5,1,2,3.0,88,3,3
5,6,0,1,0,2,3.0,79,3,0
5,6,0,1,0,5,3.0,77,3,0
5,6,0,2,0,1,3.0,84,3,1
5,6,0,3,0,1,3.0,87,3,0
5,6,0,5,0,3,3.0,80,3,0
5,6,0,5,1,3,3.0,83,3,0
5,6,1,2,0,3,3.0,78,3,0
5,6,1,2,0,4,3.0,83,3,1
5,6,1,2,0,5,3.0,88,3,1
5,6,1,4,1,3,3.0,85,3,0
5,6,1,5,0,2,3.0,87,3,0
5,6,2,4,0,1,3.0,84,3,1
5,6,2,5,0,4,3.0,85,3,0
5,6,2,5,0,5,3.0,79,3,0
5,6,3,5,1,4,3.0,83,3,3
5,7,0,1,0,2,3.0,85,3,2
5,7,0,1,0,3,3.0,91,3,0
5,7,0,2,0,1,3.0,80,3,2
5,7,0,2,0,4,3.0,87,3,0
5,7,1,3,0,2,3.0,85,3,0
5,7,1,3,0,3,3.0,85,3,1
5,7,2,3,0,2,3.0,82,3,1
5,7,2,4,0,1,3.0,90,3,0
5,7,2,5,0,1,3.0,85,3,2
5,7,4,5,1,4,3.0,86,3,0
5,8,1,2,0,1,3.0,88,3,1
5,8,1,2,0,2,3.0,91,3,0
5,8,1,2,0,4,3.0,89,3,0
5,8,1,4,0,3,3.0,77,3,3
5,8,1,5,0,4,3.0,88,3,2
5,8,2,3,0,5,3.0,82,3,1
5,8,2,4,0,2,3.0,86,3,0
5,8,2,4,0,3,3.0,89,3,1
5,8,2,5,0,1,3.0,82,3,0
5,8,2,5,1,3,3.0,87,3,2
5,8,2,5,1,5,3.0,85,3,0
5,8,3,4,0,1,3.0,82,3,0
5,9,1,4,0,2,3.0,82,3,1
5,9,1,4,0,3,3.0,85,3,0
5,9,1,5,1,3,3.0,80,3,1
5,9,2,3,0,3,3.0,79,3,0
5,9,3,5,0,5,3.0,88,3,0
0,1,0,1,0,2,2.0,87,2,1
0,1,0,1,0,4,2.0,89,2,1
0,1,0,2,0,3,2.0,81,2,0
0,1,0,2,1,3,2.0,90,2,1
0,1,0,4,0,3,2.0,88,2,1
0,1,0,5,0,1,2.0,88,2,0
0,1,0,5,0,2,2.0,80,2,2
0,1,1,2,0,4,2.0,89,2,2
0,1,1,2,0,5,2.0,84,2,1
0,1,1,3,0,2,2.0,86,2,0
0,1,1,3,0,5,2.0,85,2,1
0,1,1,4,0,4,2.0,84,2,1
0,1,1,5,0,1,2.0,85,2,0
0,1,1,5,0,2,2.0,89,2,0
0,1,2,3,0,2,2.0,83,2,1
0,1,2,3,0,3,2.0,88,2,0
0,1,2,5,0,2,2.0,80,2,1
0,1,3,4,0,1,2.0,84,2,1
0,1,3,5,0,1,2.0,90,2,0
0,1,3,5,0,5,2.0,80,2,1
0,1,4,5,0,3,2.0,86,2,3
0,2,0,1,0,3,2.0,86,2,0
0,2,0,1,0,5,2.0,89,2,1
0,2,0,2,0,4,2.0,85,2,0
0,2,0,3,0,5,2.0,89,2,0
0,2,0,4,0,1,2.0,86,2,2
0,2,0,4,0,5,2.0,86,2,0
0,2,0,5,0,2,2.0,90,2,0
0,2,1,2,0,3,2.0,89,2,1
0,2,1,5,0,2,2.0,82,2,3
0,2,1,5,0,3,2.0,86,2,0
0,2,1,5,0,5,2.0,81,2,0
0,2,2,3,0,2,2.0,82,2,1
0,2,2,3,0,3,2.0,84,2,1
0,2,2,4,0,4,2.0,85,2,0
0,2,2,4,0,5,2.0,86,2,1
0,2,2,5,0,1,2.0,84,2,1
0,2,2,5,0,3,2.0,84,2,0
0,2,3,4,0,2,2.0,87,2,2
0,2,3,4,0,5,2.0,87,2,1
0,2,3,5,0,4,2.0,85,2,0
0,2,4,5,0,3,2.0,85,2,1
0,3,0,1,0,1,2.0,84,2,1
0,3,0,1,0,5,2.0,89,2,0
0,3,0,2,0,4,2.0,82,2,0
0,3,0,3,0,1,2.0,89,2,1
0,3,0,3,0,3,2.0,78,2,1
0,3,0,4,0,1,2.0,88,2,1
0,3,0,4,0,2,2.0,85,2,0
0,3,0,4,0,5,2.0,75,2,1
0,3,1,2,0,2,2.0,83,2,3
0,3,1,2,0,3,2.0,88,2,2
0,3,1,2,0,4,2.0,83,2,0
0,3,1,4,0,3,2.0,85,2,0
0,3,2,3,0,2,2.0,76,2,3
0,3,2,3,0,4,2.0,82,2,0
0,3,2,5,0,2,2.0,77,2,1
0,3,3,5,0,2,2.0,87,2,0
0,3,4,5,0,1,2.0,87,2,0
0,4,0,1,0,1,2.0,85,2,0
0,4,0,1,0,4,2.0,91,2,0
0,4,0,2,0,1,2.0,83,2,0
0,4,0,2,0,3,2.0,83,2,1
0,4,0,3,0,1,2.0,83,2,1
0,4,0,3,0,2,2.0,88,2,0
0,4,0,3,0,3,2.0,88,2,1
0,4,0,3,0,5,2.0,90,2,0
0,4,0,4,0,2,2.0,84,2,1
0,4,0,4,0,3,2.0,86,2,0
0,4,0,4,0,5,2.0,86,2,1
0,4,0,5,0,4,2.0,84,2,0
0,4,1,2,0,3,2.0,88,2,0
0,4,1,4,0,1,2.0,81,2,0
0,4,2,3,0,1,2.0,88,2,1
0,4,2,3,0,3,2.0,91,2,0
0,4,2,4,0,3,2.0,79,2,2
0,4,2,4,0,4,2.0,85,2,4
0,4,2,5,0,4,2.0,89,2,0
0,4,3,5,0,2,2.0,89,2,1
0,4,4,5,0,3,2.0,83,2,2
0,5,0,3,0,3,2.0,89,2,0
0,5,0,4,0,1,2.0,91,2,1
0,5,1,3,0,3,2.0,87,2,0
0,5,1,3,0,5,2.0,86,2,2
0,5,1,5,0,1,2.0,82,2,0
0,5,1,5,0,4,2.0,83,2,0
0,5,2,3,0,2,2.0,84,2,1
0,5,2,4,0,2,2.0,85,2,2
0,5,3,4,0,2,2.0,79,2,0
0,5,3,4,0,3,2.0,93,2,0
0,5,3,5,0,1,2.0,93,2,1
0,5,4,5,0,2,2.0,88,2,1
0,5,4,5,0,5,2.0,87,2,0
0,6,0,1,0,2,2.0,82,2,2
0,6,0,2,0,1,2.0,82,2,0
0,6,0,2,0,2,2.0,86,2,2
0,6,0,4,0,4,2.0,87,2,0
0,6,0,5,0,1,2.0,85,2,2
0,6,1,2,0,1,2.0,86,2,1
0,6,1,2,0,2,2.0,85,2,0
0,6,1,2,0,4,2.0,86,2,1
0,6,1,2,0,5,2.0,86,2,1
0,6,1,3,0,1,2.0,83,2,0
0,6,1,5,0,3,2.0,82,2,1
0,6,2,3,0,2,2.0,85,2,1
0,6,2,3,0,3,2.0,88,2,0
0,6,2,3,0,4,2.0,85,2,1
0,6,2,4,0,1,2.0,83,2,1
0,6,2,4,0,5,2.0,80,2,0
0,6,2,5,0,5,2.0,84,2,0
0,6,4,5,0,2,2.0,86,2,1
0,6,4,5,0,3,2.0,86,2,0
0,7,0,1,0,1,2.0,86,2,1
0,7,0,3,0,1,2.0,87,2,0
0,7,0,3,0,4,2.0,85,2,0
0,7,0,4,0,1,2.0,86,2,0
0,7,0,4,0,2,2.0,87,2,1
0,7,0,5,0,1,2.0,88,2,1
0,7,0,5,0,2,2.0,84,2,0
0,7,0,5,0,3,2.0,83,2,1
0,7,0,5,0,5,2.0,86,2,1
0,7,1,2,0,1,2.0,87,2,0
0,7,1,2,0,3,2.0,81,2,0
0,7,1,3,0,4,2.0,88,2,2
0,7,1,5,0,4,2.0,84,2,1
0,7,2,3,0,4,2.0,81,2,0
0,7,3,4,0,3,2.0,82,2,0
0,7,3,5,0,3,2.0,86,2,0
0,7,4,5,0,2,2.0,88,2,0
0,7,4,5,0,4,2.0,86,2,2
0,8,0,1,0,1,2.0,88,2,0
0,8,0,2,0,4,2.0,82,2,0
0,8,0,3,0,1,2.0,88,2,2
0,8,0,4,0,5,2.0,79,2,1
0,8,0,5,0,5,2.0,89,2,1
0,8,1,2,0,3,2.0,89,2,0
0,8,1,2,0,4,2.0,88,2,1
0,8,1,3,0,5,2.0,86,2,1
0,8,1,4,0,1,2.0,90,2,2
0,8,1,4,0,2,2.0,84,2,0
0,8,1,4,0,3,2.0,85,2,0
0,8,1,5,0,2,2.0,86,2,0
0,8,2,3,0,1,2.0,88,2,0
0,8,2,3,0,2,2.0,86,2,0
0,8,2,3,0,3,2.0,83,2,1
0,8,2,4,0,2,2.0,83,2,1
0,8,2,4,0,3,2.0,81,2,0
0,8,2,4,0,5,2.0,88,2,0
0,8,2,4,1,3,2.0,80,2,2
0,8,3,4,0,1,2.0,83,2,0
0,8,3,4,0,2,2.0,91,2,1
0,8,3,4,0,3,2.0,92,2,1
0,8,3,4,0,4,2.0,89,2,0
0,8,3,5,0,2,2.0,78,2,1
0,9,0,1,0,2,2.0,86,2,1
0,9,0,1,0,5,2.0,81,2,1
0,9,0,2,0,3,2.0,85,2,0
0,9,0,2,0,5,2.0,86,2,2
0,9,0,4,0,4,2.0,88,2,1
0,9,0,5,0,1,2.0,85,2,1
0,9,0,5,0,4,2.0,85,2,1
0,9,1,2,0,5,2.0,86,2,0
0,9,1,3,0,2,2.0,81,2,0
0,9,1,4,0,4,2.0,83,2,0
0,9,1,5,0,1,2.0,86,2,0
0,9,2,3,0,1,2.0,81,2,2
0,9,2,3,0,5,2.0,84,2,0
0,9,2,4,0,1,2.0,83,2,0
0,9,2,4,0,4,2.0,87,2,2
0,9,2,5,0,2,2.0,85,2,0
0,9,2,5,0,5,2.0,85,2,1
0,9,3,4,0,4,2.0,86,2,3
1,2,0,1,0,4,2.0,81,2,0
1,2,0,2,0,1,2.0,85,2,1
1,2,0,2,0,3,2.0,80,2,0
1,2,0,2,0,5,2.0,84,2,0
1,2,0,3,0,5,2.0,81,2,1
1,2,0,4,0,5,2.0,87,2,0
1,2,0,5,0,2,2.0,87,2,0
1,2,1,2,0,5,2.0,87,2,1
1,2,1,3,0,2,2.0,81,2,1
1,2,1,3,0,4,2.0,89,2,0
1,2,1,3,0,5,2.0,88,2,1
1,2,1,4,0,4,2.0,85,2,0
1,2,1,5,0,1,2.0,89,2,0
1,2,2,5,0,3,2.0,83,2,2
1,2,3,5,1,5,2.0,85,2,0
1,2,4,5,0,4,2.0,88,2,1
1,3,0,2,0,5,2.0,86,2,0
1,3,0,3,0,4,2.0,89,2,0
1,3,0,5,0,1,2.0,85,2,0
1,3,0,5,0,4,2.0,86,2,0
1,3,1,2,0,1,2.0,79,2,3
1,3,1,2,0,2,2.0,84,2,1
1,3,1,2,0,3,2.0,87,2,0
1,3,1,2,0,4,2.0,84,2,2
1,3,1,2,0,5,2.0,84,2,1
1,3,1,4,0,2,2.0,89,2,0
1,3,1,4,0,3,2.0,85,2,0
1,3,1,4,0,5,2.0,87,2,0
1,3,1,4,1,2,2.0,82,2,1
1,3,1,5,0,1,2.0,87,2,1
1,3,1,5,0,4,2.0,86,2,1
1,3,1,5,0,5,2.0,85,2,0
1,3,2,4,0,3,2.0,86,2,0
1,3,2,5,0,3,2.0,89,2,1
1,3,2,5,0,5,2.0,92,2,0
1,3,3,4,0,5,2.0,85,2,1
1,3,3,5,0,1,2.0,78,2,1
1,3,4,5,0,3,2.0,82,2,1
1,4,0,1,0,1,2.0,78,2,1
1,4,0,1,0,3,2.0,85,2,1
1,4,0,1,0,5,2.0,83,2,0
1,4,0,2,0,2,2.0,80,2,0
1,4,0,3,0,3,2.0,82,2,1
1,4,0,3,0,4,2.0,84,2,1
1,4,0,4,0,1,2.0,87,2,1
1,4,0,5,0,2,2.0,83,2,0
1,4,1,2,0,3,2.0,90,2,0
1,4,1,2,0,5,2.0,86,2,1
1,4,1,3,0,2,2.0,90,2,0
1,4,1,3,0,3,2.0,80,2,0
1,4,1,4,0,2,2.0,89,2,0
1,4,1,4,0,5,2.0,90,2,2
1,4,2,3,0,4,2.0,85,2,2
1,4,2,3,0,5,2.0,79,2,0
1,4,2,4,0,4,2.0,86,2,0
1,4,2,4,0,5,2.0,92,2,0
1,4,2,5,0,5,2.0,88,2,0
1,4,3,4,0,1,2.0,86,2,1
1,4,3,5,0,3,2.0,89,2,0
1,4,3,5,0,4,2.0,91,2,1
1,4,4,5,0,4,2.0,81,2,1
1,5,0,3,0,1,2.0,85,2,0
1,5,1,2,0,5,2.0,84,2,2
1,5,1,3,0,5,2.0,84,2,0
1,5,1,4,0,4,2.0,87,2,2
1,5,1,4,0,5,2.0,89,2,1
1,5,1,5,0,3,2.0,83,2,0
1,5,1,5,0,5,2.0,89,2,1
1,5,2,5,0,1,2.0,83,2,1
1,5,2,5,0,3,2.0,78,2,2
1,5,2,5,1,3,2.0,90,2,1
1,5,3,5,0,3,2.0,84,2,0
1,5,4,5,0,1,2.0,83,2,0
1,6,0,1,0,3,2.0,87,2,1
1,6,0,1,0,5,2.0,88,2,1
1,6,0,5,0,1,2.0,84,2,0
1,6,0,5,0,2,2.0,85,2,0
1,6,1,2,0,2,2.0,84,2,1
1,6,1,2,0,4,2.0,85,2,2
1,6,1,2,0,5,2.0,80,2,2
1,6,1,2,1,4,2.0,81,2,1
1,6,1,3,0,3,2.0,83,2,1
1,6,1,3,0,4,2.0,91,2,0
1,6,1,4,0,1,2.0,93,2,0
1,6,1,4,0,4,2.0,87,2,1
1,6,1,5,0,1,2.0,85,2,0
1,6,2,4,0,2,2.0,86,2,1
1,6,3,4,0,4,2.0,83,2,1
1,6,4,5,0,5,2.0,83,2,0
1,7,0,1,0,2,2.0,88,2,2
1,7,0,1,0,3,2.0,84,2,3
1,7,0,1,0,4,2.0,84,2,1
1,7,0,2,0,1,2.0,84,2,0
1,7,0,2,0,5,2.0,85,2,0
1,7,0,3,0,2,2.0,88,2,0
1,7,0,4,0,4,2.0,88,2,2
1,7,0,5,0,1,2.0,80,2,3
1,7,0,5,0,4,2.0,88,2,0
1,7,1,2,0,4,2.0,89,2,1
1,7,1,3,0,2,2.0,85,2,1
1,7,1,3,0,3,2.0,83,2,0
1,7,1,4,0,2,2.0,78,2,0
1,7,1,4,0,3,2.0,84,2,2
1,7,1,5,0,2,2.0,81,2,1
1,7,2,4,0,2,2.0,81,2,4
1,7,2,4,0,3,2.0,83,2,2
1,7,2,4,0,5,2.0,82,2,0
1,7,2,5,0,3,2.0,86,2,1
1,7,2,5,0,4,2.0,83,2,0
1,7,3,4,0,1,2.0,88,2,0
1,7,3,4,0,2,2.0,87,2,1
1,7,3,4,0,4,2.0,86,2,1
1,7,4,5,0,2,2.0,90,2,1
1,8,0,1,0,5,2.0,83,2,1
1,8,0,2,0,2,2.0,88,2,1
1,8,0,3,0,3,2.0,84,2,1
1,8,0,3,0,4,2.0,86,2,0
1,8,0,3,0,5,2.0,88,2,1
1,8,0,4,0,1,2.0,80,2,2
1,8,0,4,0,2,2.0,84,2,1
1,8,0,4,0,4,2.0,88,2,0
1,8,0,4,1,3,2.0,86,2,2
1,8,1,3,0,1,2.0,84,2,0
1,8,1,3,0,2,2.0,83,2,2
1,8,1,3,0,3,2.0,83,2,1
1,8,1,4,0,4,2.0,84,2,0
1,8,1,4,1,4,2.0,81,2,3
1,8,2,4,0,3,2.0,83,2,1
1,8,2,5,0,2,2.0,85,2,1
1,8,2,5,0,3,2.0,83,2,0
1,8,2,5,0,5,2.0,89,2,0
1,8,3,4,0,1,2.0,84,2,0
1,8,3,4,0,2,2.0,88,2,0
1,8,3,5,0,2,2.0,85,2,0
1,8,3,5,0,4,2.0,89,2,0
1,8,4,5,0,1,2.0,90,2,0
1,9,0,2,0,4,2.0,85,2,2
1,9,0,3,0,1,2.0,77,2,2
1,9,0,3,0,2,2.0,87,2,1
1,9,0,4,0,1,2.0,85,2,0
1,9,0,5,0,1,2.0,84,2,0
1,9,0,5,0,3,2.0,85,2,0
1,9,1,2,0,1,2.0,85,2,0
1,9,1,2,0,2,2.0,81,2,1
1,9,1,2,0,3,2.0,87,2,0
1,9,1,2,0,5,2.0,86,2,0
1,9,1,5,0,2,2.0,87,2,0
1,9,2,3,0,5,2.0,84,2,0
1,9,2,4,0,3,2.0,88,2,0
1,9,2,5,0,2,2.0,78,2,1
1,9,2,5,0,5,2.0,86,2,0
1,9,2,5,1,3,2.0,78,2,4
1,9,3,4,0,2,2.0,87,2,2
1,9,3,5,0,2,2.0,84,2,0
1,9,4,5,0,2,2.0,88,2,0
1,9,4,5,0,5,2.0,83,2,0
2,3,0,1,0,4,2.0,86,2,0
2,3,0,2,0,2,2.0,88,2,0
2,3,0,3,0,1,2.0,84,2,0
2,3,0,5,0,1,2.0,87,2,0
2,3,0,5,0,3,2.0,90,2,1
2,3,0,5,0,5,2.0,83,2,1
2,3,1,5,0,1,2.0,90,2,0
2,3,1,5,0,5,2.0,89,2,0
2,3,1,5,1,4,2.0,84,2,3
2,3,2,3,0,2,2.0,78,2,1
2,3,3,5,0,2,2.0,92,2,1
2,3,4,5,0,2,2.0,84,2,0
2,3,4,5,0,4,2.0,80,2,0
2,3,4,5,0,5,2.0,83,2,0
2,4,0,1,0,4,2.0,81,2,1
2,4,0,2,0,4,2.0,84,2,1
2,4,0,3,0,3,2.0,82,2,2
2,4,0,3,0,4,2.0,87,2,0
2,4,0,5,0,1,2.0,88,2,0
2,4,0,5,0,3,2.0,77,2,6
2,4,1,4,0,2,2.0,91,2,0
2,4,1,4,0,4,2.0,90,2,0
2,4,1,5,0,4,2.0,87,2,0
2,4,2,3,0,1,2.0,84,2,1
2,4,2,3,0,2,2.0,90,2,1
2,4,2,3,0,5,2.0,82,2,1
2,4,2,4,0,1,2.0,86,2,1
2,4,2,4,0,2,2.0,84,2,1
2,4,2,4,0,5,2.0,87,2,0
2,4,2,5,0,1,2.0,86,2,0
2,4,2,5,0,5,2.0,82,2,1
2,4,3,4,0,1,2.0,79,2,0
2,4,3,4,0,4,2.0,91,2,1
2,4,3,4,0,5,2.0,82,2,0
2,4,3,5,0,5,2.0,80,2,1
2,5,0,1,0,5,2.0,89,2,2
2,5,0,1,1,3,2.0,79,2,1
2,5,0,2,0,4,2.0,88,2,0
2,5,0,3,0,1,2.0,92,2,1
2,5,0,3,0,2,2.0,78,2,0
2,5,0,3,0,3,2.0,87,2,1
2,5,0,3,0,4,2.0,78,2,2
2,5,0,4,0,5,2.0,85,2,0
2,5,0,5,1,4,2.0,88,2,0
2,5,1,3,0,1,2.0,87,2,0
2,5,1,4,0,4,2.0,88,2,0
2,5,1,5,1,5,2.0,83,2,1
2,5,2,3,0,1,2.0,84,2,0
2,5,2,3,0,3,2.0,92,2,1
2,5,2,3,0,4,2.0,88,2,0
2,5,2,4,0,1,2.0,77,2,3
2,5,2,4,0,3,2.0,84,2,0
2,5,2,5,0,1,2.0,88,2,1
2,5,2,5,0,2,2.0,84,2,0
2,5,3,4,0,1,2.0,88,2,0
2,5,3,4,0,2,2.0,90,2,1
2,5,3,5,0,1,2.0,87,2,0
2,5,3,5,0,4,2.0,78,2,0
2,5,4,5,0,3,2.0,83,2,1
2,5,4,5,0,4,2.0,87,2,0
2,6,0,1,0,3,2.0,81,2,1
2,6,0,1,0,4,2.0,87,2,0
2,6,0,1,0,5,2.0,86,2,2
2,6,0,2,0,3,2.0,88,2,0
2,6,0,2,1,5,2.0,82,2,3
2,6,0,4,0,4,2.0,86,2,2
2,6,0,5,0,3,2.0,86,2,1
2,6,1,2,0,1,2.0,84,2,0
2,6,1,3,0,3,2.0,83,2,0
2,6,1,3,0,4,2.0,88,2,1
2,6,1,3,0,5,2.0,90,2,1
2,6,1,4,0,1,2.0,90,2,2
2,6,1,4,0,3,2.0,91,2,1
2,6,1,4,0,5,2.0,93,2,0
2,6,1,5,0,2,2.0,87,2,1
2,6,1,5,0,3,2.0,84,2,0
2,6,2,3,0,2,2.0,88,2,1
2,6,2,3,0,3,2.0,80,2,2
2,6,2,3,0,4,2.0,81,2,1
2,6,2,4,0,2,2.0,88,2,0
2,6,2,4,0,3,2.0,80,2,1
2,6,2,4,0,5,2.0,83,2,1
2,6,2,5,0,4,2.0,85,2,3
2,6,3,4,0,3,2.0,88,2,1
2,6,4,5,0,1,2.0,83,2,2
2,6,4,5,0,2,2.0,91,2,0
2,6,4,5,0,4,2.0,93,2,1
2,7,0,1,0,1,2.0,88,2,3
2,7,0,2,0,4,2.0,78,2,0
2,7,0,3,0,3,2.0,87,2,1
2,7,0,3,0,5,2.0,92,2,0
2,7,0,4,0,4,2.0,84,2,0
2,7,0,5,1,3,2.0,85,2,2
2,7,1,2,0,2,2.0,90,2,0
2,7,1,2,0,5,2.0,87,2,3
2,7,1,3,0,3,2.0,91,2,1
2,7,1,3,0,4,2.0,90,2,1
2,7,1,3,0,5,2.0,84,2,1
2,7,2,3,0,2,2.0,87,2,0
2,7,2,3,1,4,2.0,86,2,3
2,7,2,4,0,1,2.0,87,2,0
2,7,2,4,0,2,2.0,88,2,0
2,7,2,5,0,3,2.0,88,2,0
2,7,2,5,0,4,2.0,89,2,2
2,7,3,4,0,3,2.0,89,2,0
2,7,3,5,0,2,2.0,90,2,0
2,7,3,5,0,5,2.0,81,2,0
2,7,3,5,1,4,2.0,84,2,1
2,7,4,5,0,4,2.0,84,2,0
2,8,0,1,0,5,2.0,83,2,0
2,8,0,2,0,4,2.0,83,2,2
2,8,0,3,0,2,2.0,86,2,0
2,8,0,3,0,4,2.0,83,2,4
2,8,0,5,0,4,2.0,83,2,2
2,8,1,2,0,3,2.0,91,2,0
2,8,1,3,0,2,2.0,87,2,0
2,8,1,4,0,2,2.0,87,2,0
2,8,1,4,0,5,2.0,84,2,0
2,8,1,4,1,3,2.0,86,2,4
2,8,1,5,0,1,2.0,88,2,3
2,8,2,3,0,3,2.0,86,2,1
2,8,3,4,0,1,2.0,91,2,1
2,8,3,4,0,2,2.0,80,2,2
2,8,3,4,0,3,2.0,83,2,1
2,8,4,5,0,1,2.0,89,2,0
2,8,4,5,0,5,2.0,86,2,0
2,9,0,1,0,1,2.0,90,2,1
2,9,0,1,0,2,2.0,86,2,2
2,9,0,1,0,5,2.0,83,2,3
2,9,0,2,0,1,2.0,82,2,1
2,9,0,2,0,3,2.0,86,2,1
2,9,0,2,0,5,2.0,87,2,0
2,9,0,3,0,5,2.0,87,2,0
2,9,0,4,0,1,2.0,86,2,0
2,9,0,4,0,5,2.0,93,2,0
2,9,0,5,0,1,2.0,86,2,0
2,9,0,5,0,3,2.0,80,2,2
2,9,0,5,0,4,2.0,84,2,2
2,9,0,5,0,5,2.0,89,2,0
2,9,1,3,0,5,2.0,82,2,0
2,9,1,3,1,3,2.0,88,2,1
2,9,1,4,0,2,2.0,80,2,1
2,9,1,5,0,5,2.0,77,2,0
2,9,2,3,0,4,2.0,85,2,1
2,9,2,4,0,1,2.0,85,2,0
2,9,2,5,0,1,2.0,86,2,1
2,9,2,5,0,4,2.0,86,2,0
2,9,2,5,0,5,2.0,84,2,2
2,9,3,4,0,2,2.0,82,2,1
2,9,3,5,0,5,2.0,85,2,1
3,4,0,1,0,3,2.0,90,2,0
3,4,0,2,0,4,2.0,81,2,0
3,4,0,3,0,4,2.0,81,2,0
3,4,0,5,0,4,2.0,90,2,0
3,4,1,2,0,1,2.0,88,2,1
3,4,1,2,0,2,2.0,82,2,0
3,4,1,2,0,4,2.0,86,2,0
3,4,1,3,0,3,2.0,87,2,0
3,4,1,4,0,2,2.0,85,2,2
3,4,1,4,1,4,2.0,77,2,3
3,4,1,5,0,1,2.0,90,2,1
3,4,2,3,0,1,2.0,89,2,1
3,4,2,4,0,2,2.0,84,2,1
3,4,2,5,0,4,2.0,91,2,0
3,4,3,4,0,2,2.0,85,2,1
3,4,3,5,0,1,2.0,83,2,0
3,4,4,5,0,1,2.0,84,2,0
3,4,4,5,0,3,2.0,83,2,0
3,4,4,5,0,5,2.0,78,2,1
3,5,0,1,0,2,2.0,89,2,2
3,5,0,1,0,4,2.0,84,2,0
3,5,0,2,0,2,2.0,84,2,0
3,5,0,2,0,4,2.0,92,2,1
3,5,0,3,0,3,2.0,85,2,1
3,5,0,3,0,5,2.0,85,2,0
3,5,0,4,0,3,2.0,86,2,1
3,5,0,5,0,2,2.0,83,2,0
3,5,0,5,0,3,2.0,85,2,1
3,5,1,2,0,2,2.0,81,2,2
3,5,1,2,0,4,2.0,85,2,1
3,5,1,3,0,3,2.0,83,2,2
3,5,1,4,0,2,2.0,83,2,0
3,5,1,5,0,3,2.0,88,2,1
3,5,1,5,0,4,2.0,86,2,2
3,5,2,3,0,3,2.0,87,2,0
3,5,2,4,0,4,2.0,89,2,0
3,5,2,5,0,2,2.0,86,2,3
3,5,2,5,0,3,2.0,92,2,0
3,5,2,5,0,4,2.0,91,2,0
3,5,3,5,0,2,2.0,87,2,3
3,6,0,1,0,1,2.0,89,2,0
